Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 04:59] Train Step 918900/1000000, Batch Size = 64, Examples/Sec = 6795.32, Accuracy = 0.67, Loss = 1.076
[2019-11-27 04:59] Train Step 919000/1000000, Batch Size = 64, Examples/Sec = 6866.94, Accuracy = 0.68, Loss = 1.063
[2019-11-27 04:59] Train Step 919100/1000000, Batch Size = 64, Examples/Sec = 6759.73, Accuracy = 0.66, Loss = 1.090
[2019-11-27 04:59] Train Step 919200/1000000, Batch Size = 64, Examples/Sec = 6797.21, Accuracy = 0.66, Loss = 1.092
[2019-11-27 04:59] Train Step 919300/1000000, Batch Size = 64, Examples/Sec = 6780.04, Accuracy = 0.66, Loss = 1.087
[2019-11-27 04:59] Train Step 919400/1000000, Batch Size = 64, Examples/Sec = 6535.09, Accuracy = 0.66, Loss = 1.087
[2019-11-27 05:00] Train Step 919500/1000000, Batch Size = 64, Examples/Sec = 6928.80, Accuracy = 0.66, Loss = 1.144
[2019-11-27 05:00] Train Step 919600/1000000, Batch Size = 64, Examples/Sec = 6796.52, Accuracy = 0.68, Loss = 1.054
[2019-11-27 05:00] Train Step 919700/1000000, Batch Size = 64, Examples/Sec = 4434.09, Accuracy = 0.65, Loss = 1.122
[2019-11-27 05:00] Train Step 919800/1000000, Batch Size = 64, Examples/Sec = 6839.29, Accuracy = 0.67, Loss = 1.085
[2019-11-27 05:00] Train Step 919900/1000000, Batch Size = 64, Examples/Sec = 6524.29, Accuracy = 0.65, Loss = 1.090
[2019-11-27 05:00] Train Step 920000/1000000, Batch Size = 64, Examples/Sec = 6780.39, Accuracy = 0.67, Loss = 1.079
[2019-11-27 05:00] Train Step 920100/1000000, Batch Size = 64, Examples/Sec = 6733.78, Accuracy = 0.66, Loss = 1.114
[2019-11-27 05:00] Train Step 920200/1000000, Batch Size = 64, Examples/Sec = 6700.00, Accuracy = 0.64, Loss = 1.157
[2019-11-27 05:00] Train Step 920300/1000000, Batch Size = 64, Examples/Sec = 6825.90, Accuracy = 0.64, Loss = 1.181
[2019-11-27 05:00] Train Step 920400/1000000, Batch Size = 64, Examples/Sec = 6157.48, Accuracy = 0.66, Loss = 1.126
[2019-11-27 05:00] Train Step 920500/1000000, Batch Size = 64, Examples/Sec = 6753.94, Accuracy = 0.66, Loss = 1.124
[2019-11-27 05:00] Train Step 920600/1000000, Batch Size = 64, Examples/Sec = 5047.11, Accuracy = 0.64, Loss = 1.146
[2019-11-27 05:00] Train Step 920700/1000000, Batch Size = 64, Examples/Sec = 6048.57, Accuracy = 0.68, Loss = 1.074
[2019-11-27 05:00] Train Step 920800/1000000, Batch Size = 64, Examples/Sec = 4479.22, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:00] Train Step 920900/1000000, Batch Size = 64, Examples/Sec = 6855.36, Accuracy = 0.64, Loss = 1.146
[2019-11-27 05:00] Train Step 921000/1000000, Batch Size = 64, Examples/Sec = 5726.26, Accuracy = 0.64, Loss = 1.128
[2019-11-27 05:00] Train Step 921100/1000000, Batch Size = 64, Examples/Sec = 6218.10, Accuracy = 0.66, Loss = 1.097
[2019-11-27 05:00] Train Step 921200/1000000, Batch Size = 64, Examples/Sec = 6908.29, Accuracy = 0.66, Loss = 1.072
[2019-11-27 05:00] Train Step 921300/1000000, Batch Size = 64, Examples/Sec = 6838.07, Accuracy = 0.68, Loss = 1.061
[2019-11-27 05:00] Train Step 921400/1000000, Batch Size = 64, Examples/Sec = 6602.77, Accuracy = 0.65, Loss = 1.126
[2019-11-27 05:00] Train Step 921500/1000000, Batch Size = 64, Examples/Sec = 5495.21, Accuracy = 0.66, Loss = 1.118
[2019-11-27 05:00] Train Step 921600/1000000, Batch Size = 64, Examples/Sec = 6940.08, Accuracy = 0.64, Loss = 1.129
[2019-11-27 05:00] Train Step 921700/1000000, Batch Size = 64, Examples/Sec = 6913.45, Accuracy = 0.67, Loss = 1.081
[2019-11-27 05:00] Train Step 921800/1000000, Batch Size = 64, Examples/Sec = 6927.72, Accuracy = 0.68, Loss = 1.049
[2019-11-27 05:00] Train Step 921900/1000000, Batch Size = 64, Examples/Sec = 5595.67, Accuracy = 0.67, Loss = 1.061
[2019-11-27 05:00] Train Step 922000/1000000, Batch Size = 64, Examples/Sec = 6535.89, Accuracy = 0.67, Loss = 1.083
[2019-11-27 05:00] Train Step 922100/1000000, Batch Size = 64, Examples/Sec = 6869.05, Accuracy = 0.64, Loss = 1.141
[2019-11-27 05:00] Train Step 922200/1000000, Batch Size = 64, Examples/Sec = 6856.06, Accuracy = 0.65, Loss = 1.134
[2019-11-27 05:00] Train Step 922300/1000000, Batch Size = 64, Examples/Sec = 5838.47, Accuracy = 0.66, Loss = 1.085
[2019-11-27 05:00] Train Step 922400/1000000, Batch Size = 64, Examples/Sec = 6894.63, Accuracy = 0.65, Loss = 1.134
[2019-11-27 05:00] Train Step 922500/1000000, Batch Size = 64, Examples/Sec = 6948.17, Accuracy = 0.65, Loss = 1.106
[2019-11-27 05:00] Train Step 922600/1000000, Batch Size = 64, Examples/Sec = 6820.01, Accuracy = 0.66, Loss = 1.092
[2019-11-27 05:00] Train Step 922700/1000000, Batch Size = 64, Examples/Sec = 6885.26, Accuracy = 0.68, Loss = 1.030
[2019-11-27 05:00] Train Step 922800/1000000, Batch Size = 64, Examples/Sec = 4197.32, Accuracy = 0.63, Loss = 1.165
[2019-11-27 05:00] Train Step 922900/1000000, Batch Size = 64, Examples/Sec = 4348.33, Accuracy = 0.65, Loss = 1.118
[2019-11-27 05:01] Train Step 923000/1000000, Batch Size = 64, Examples/Sec = 6497.29, Accuracy = 0.65, Loss = 1.104
[2019-11-27 05:01] Train Step 923100/1000000, Batch Size = 64, Examples/Sec = 6840.34, Accuracy = 0.68, Loss = 1.048
[2019-11-27 05:01] Train Step 923200/1000000, Batch Size = 64, Examples/Sec = 5184.85, Accuracy = 0.66, Loss = 1.061
[2019-11-27 05:01] Train Step 923300/1000000, Batch Size = 64, Examples/Sec = 6129.36, Accuracy = 0.65, Loss = 1.119
[2019-11-27 05:01] Train Step 923400/1000000, Batch Size = 64, Examples/Sec = 5335.31, Accuracy = 0.66, Loss = 1.120
[2019-11-27 05:01] Train Step 923500/1000000, Batch Size = 64, Examples/Sec = 5679.61, Accuracy = 0.66, Loss = 1.118
[2019-11-27 05:01] Train Step 923600/1000000, Batch Size = 64, Examples/Sec = 6965.84, Accuracy = 0.66, Loss = 1.105
[2019-11-27 05:01] Train Step 923700/1000000, Batch Size = 64, Examples/Sec = 5051.00, Accuracy = 0.67, Loss = 1.070
[2019-11-27 05:01] Train Step 923800/1000000, Batch Size = 64, Examples/Sec = 6936.68, Accuracy = 0.65, Loss = 1.135
[2019-11-27 05:01] Train Step 923900/1000000, Batch Size = 64, Examples/Sec = 7002.36, Accuracy = 0.65, Loss = 1.116
[2019-11-27 05:01] Train Step 924000/1000000, Batch Size = 64, Examples/Sec = 4940.20, Accuracy = 0.67, Loss = 1.072
[2019-11-27 05:01] Train Step 924100/1000000, Batch Size = 64, Examples/Sec = 6925.04, Accuracy = 0.67, Loss = 1.081
[2019-11-27 05:01] Train Step 924200/1000000, Batch Size = 64, Examples/Sec = 6319.85, Accuracy = 0.64, Loss = 1.152
[2019-11-27 05:01] Train Step 924300/1000000, Batch Size = 64, Examples/Sec = 5404.70, Accuracy = 0.66, Loss = 1.102
[2019-11-27 05:01] Train Step 924400/1000000, Batch Size = 64, Examples/Sec = 4197.06, Accuracy = 0.67, Loss = 1.070
[2019-11-27 05:01] Train Step 924500/1000000, Batch Size = 64, Examples/Sec = 6749.02, Accuracy = 0.69, Loss = 0.997
[2019-11-27 05:01] Train Step 924600/1000000, Batch Size = 64, Examples/Sec = 6261.32, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:01] Train Step 924700/1000000, Batch Size = 64, Examples/Sec = 5375.91, Accuracy = 0.64, Loss = 1.143
[2019-11-27 05:01] Train Step 924800/1000000, Batch Size = 64, Examples/Sec = 6508.32, Accuracy = 0.67, Loss = 1.106
[2019-11-27 05:01] Train Step 924900/1000000, Batch Size = 64, Examples/Sec = 6651.69, Accuracy = 0.64, Loss = 1.173
[2019-11-27 05:01] Train Step 925000/1000000, Batch Size = 64, Examples/Sec = 6861.50, Accuracy = 0.63, Loss = 1.181
[2019-11-27 05:01] Train Step 925100/1000000, Batch Size = 64, Examples/Sec = 4918.92, Accuracy = 0.67, Loss = 1.118
[2019-11-27 05:01] Train Step 925200/1000000, Batch Size = 64, Examples/Sec = 6742.24, Accuracy = 0.64, Loss = 1.159
[2019-11-27 05:01] Train Step 925300/1000000, Batch Size = 64, Examples/Sec = 5688.76, Accuracy = 0.64, Loss = 1.137
[2019-11-27 05:01] Train Step 925400/1000000, Batch Size = 64, Examples/Sec = 6928.62, Accuracy = 0.65, Loss = 1.105
[2019-11-27 05:01] Train Step 925500/1000000, Batch Size = 64, Examples/Sec = 6846.27, Accuracy = 0.66, Loss = 1.083
[2019-11-27 05:01] Train Step 925600/1000000, Batch Size = 64, Examples/Sec = 4681.14, Accuracy = 0.65, Loss = 1.147
[2019-11-27 05:01] Train Step 925700/1000000, Batch Size = 64, Examples/Sec = 6887.38, Accuracy = 0.66, Loss = 1.112
[2019-11-27 05:01] Train Step 925800/1000000, Batch Size = 64, Examples/Sec = 5230.93, Accuracy = 0.68, Loss = 1.057
[2019-11-27 05:01] Train Step 925900/1000000, Batch Size = 64, Examples/Sec = 6982.32, Accuracy = 0.66, Loss = 1.108
[2019-11-27 05:01] Train Step 926000/1000000, Batch Size = 64, Examples/Sec = 6831.11, Accuracy = 0.66, Loss = 1.071
[2019-11-27 05:01] Train Step 926100/1000000, Batch Size = 64, Examples/Sec = 6314.20, Accuracy = 0.66, Loss = 1.125
[2019-11-27 05:01] Train Step 926200/1000000, Batch Size = 64, Examples/Sec = 6913.27, Accuracy = 0.64, Loss = 1.142
[2019-11-27 05:01] Train Step 926300/1000000, Batch Size = 64, Examples/Sec = 6380.53, Accuracy = 0.66, Loss = 1.092
[2019-11-27 05:02] Train Step 926400/1000000, Batch Size = 64, Examples/Sec = 5632.30, Accuracy = 0.63, Loss = 1.154
[2019-11-27 05:02] Train Step 926500/1000000, Batch Size = 64, Examples/Sec = 6748.00, Accuracy = 0.66, Loss = 1.110
[2019-11-27 05:02] Train Step 926600/1000000, Batch Size = 64, Examples/Sec = 4105.33, Accuracy = 0.67, Loss = 1.067
[2019-11-27 05:02] Train Step 926700/1000000, Batch Size = 64, Examples/Sec = 7043.52, Accuracy = 0.65, Loss = 1.170
[2019-11-27 05:02] Train Step 926800/1000000, Batch Size = 64, Examples/Sec = 5729.56, Accuracy = 0.66, Loss = 1.085
[2019-11-27 05:02] Train Step 926900/1000000, Batch Size = 64, Examples/Sec = 5239.61, Accuracy = 0.64, Loss = 1.133
[2019-11-27 05:02] Train Step 927000/1000000, Batch Size = 64, Examples/Sec = 6385.24, Accuracy = 0.67, Loss = 1.071
[2019-11-27 05:02] Train Step 927100/1000000, Batch Size = 64, Examples/Sec = 5898.64, Accuracy = 0.66, Loss = 1.113
[2019-11-27 05:02] Train Step 927200/1000000, Batch Size = 64, Examples/Sec = 6772.69, Accuracy = 0.67, Loss = 1.104
[2019-11-27 05:02] Train Step 927300/1000000, Batch Size = 64, Examples/Sec = 6024.68, Accuracy = 0.67, Loss = 1.081
[2019-11-27 05:02] Train Step 927400/1000000, Batch Size = 64, Examples/Sec = 6541.94, Accuracy = 0.65, Loss = 1.133
[2019-11-27 05:02] Train Step 927500/1000000, Batch Size = 64, Examples/Sec = 4272.27, Accuracy = 0.67, Loss = 1.059
[2019-11-27 05:02] Train Step 927600/1000000, Batch Size = 64, Examples/Sec = 4348.47, Accuracy = 0.66, Loss = 1.123
[2019-11-27 05:02] Train Step 927700/1000000, Batch Size = 64, Examples/Sec = 6825.56, Accuracy = 0.64, Loss = 1.149
[2019-11-27 05:02] Train Step 927800/1000000, Batch Size = 64, Examples/Sec = 5910.46, Accuracy = 0.66, Loss = 1.074
[2019-11-27 05:02] Train Step 927900/1000000, Batch Size = 64, Examples/Sec = 6344.49, Accuracy = 0.65, Loss = 1.108
[2019-11-27 05:02] Train Step 928000/1000000, Batch Size = 64, Examples/Sec = 6821.74, Accuracy = 0.68, Loss = 1.075
[2019-11-27 05:02] Train Step 928100/1000000, Batch Size = 64, Examples/Sec = 6846.62, Accuracy = 0.66, Loss = 1.088
[2019-11-27 05:02] Train Step 928200/1000000, Batch Size = 64, Examples/Sec = 3963.96, Accuracy = 0.64, Loss = 1.153
[2019-11-27 05:02] Train Step 928300/1000000, Batch Size = 64, Examples/Sec = 6078.29, Accuracy = 0.64, Loss = 1.158
[2019-11-27 05:02] Train Step 928400/1000000, Batch Size = 64, Examples/Sec = 6934.70, Accuracy = 0.64, Loss = 1.151
[2019-11-27 05:02] Train Step 928500/1000000, Batch Size = 64, Examples/Sec = 6909.89, Accuracy = 0.66, Loss = 1.102
[2019-11-27 05:02] Train Step 928600/1000000, Batch Size = 64, Examples/Sec = 6394.82, Accuracy = 0.65, Loss = 1.116
[2019-11-27 05:02] Train Step 928700/1000000, Batch Size = 64, Examples/Sec = 6886.32, Accuracy = 0.67, Loss = 1.057
[2019-11-27 05:02] Train Step 928800/1000000, Batch Size = 64, Examples/Sec = 6641.48, Accuracy = 0.65, Loss = 1.145
[2019-11-27 05:02] Train Step 928900/1000000, Batch Size = 64, Examples/Sec = 5838.35, Accuracy = 0.66, Loss = 1.084
[2019-11-27 05:02] Train Step 929000/1000000, Batch Size = 64, Examples/Sec = 6192.14, Accuracy = 0.68, Loss = 1.045
[2019-11-27 05:02] Train Step 929100/1000000, Batch Size = 64, Examples/Sec = 6895.69, Accuracy = 0.65, Loss = 1.108
[2019-11-27 05:02] Train Step 929200/1000000, Batch Size = 64, Examples/Sec = 7033.18, Accuracy = 0.64, Loss = 1.146
[2019-11-27 05:02] Train Step 929300/1000000, Batch Size = 64, Examples/Sec = 6413.46, Accuracy = 0.65, Loss = 1.165
[2019-11-27 05:02] Train Step 929400/1000000, Batch Size = 64, Examples/Sec = 5315.13, Accuracy = 0.67, Loss = 1.088
[2019-11-27 05:02] Train Step 929500/1000000, Batch Size = 64, Examples/Sec = 6882.43, Accuracy = 0.65, Loss = 1.154
[2019-11-27 05:02] Train Step 929600/1000000, Batch Size = 64, Examples/Sec = 4561.43, Accuracy = 0.64, Loss = 1.129
[2019-11-27 05:02] Train Step 929700/1000000, Batch Size = 64, Examples/Sec = 6618.56, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:03] Train Step 929800/1000000, Batch Size = 64, Examples/Sec = 7011.87, Accuracy = 0.67, Loss = 1.049
[2019-11-27 05:03] Train Step 929900/1000000, Batch Size = 64, Examples/Sec = 4182.35, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:03] Train Step 930000/1000000, Batch Size = 64, Examples/Sec = 6792.05, Accuracy = 0.69, Loss = 1.033
[2019-11-27 05:03] Train Step 930100/1000000, Batch Size = 64, Examples/Sec = 4097.25, Accuracy = 0.66, Loss = 1.117
[2019-11-27 05:03] Train Step 930200/1000000, Batch Size = 64, Examples/Sec = 5526.89, Accuracy = 0.67, Loss = 1.071
[2019-11-27 05:03] Train Step 930300/1000000, Batch Size = 64, Examples/Sec = 6156.78, Accuracy = 0.67, Loss = 1.064
[2019-11-27 05:03] Train Step 930400/1000000, Batch Size = 64, Examples/Sec = 6995.06, Accuracy = 0.67, Loss = 1.109
[2019-11-27 05:03] Train Step 930500/1000000, Batch Size = 64, Examples/Sec = 6816.37, Accuracy = 0.67, Loss = 1.072
[2019-11-27 05:03] Train Step 930600/1000000, Batch Size = 64, Examples/Sec = 6289.49, Accuracy = 0.66, Loss = 1.093
[2019-11-27 05:03] Train Step 930700/1000000, Batch Size = 64, Examples/Sec = 6315.83, Accuracy = 0.65, Loss = 1.115
[2019-11-27 05:03] Train Step 930800/1000000, Batch Size = 64, Examples/Sec = 6959.33, Accuracy = 0.65, Loss = 1.113
[2019-11-27 05:03] Train Step 930900/1000000, Batch Size = 64, Examples/Sec = 5982.38, Accuracy = 0.67, Loss = 1.071
[2019-11-27 05:03] Train Step 931000/1000000, Batch Size = 64, Examples/Sec = 4768.54, Accuracy = 0.66, Loss = 1.093
[2019-11-27 05:03] Train Step 931100/1000000, Batch Size = 64, Examples/Sec = 6863.43, Accuracy = 0.66, Loss = 1.127
[2019-11-27 05:03] Train Step 931200/1000000, Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.68, Loss = 1.039
[2019-11-27 05:03] Train Step 931300/1000000, Batch Size = 64, Examples/Sec = 5526.89, Accuracy = 0.65, Loss = 1.112
[2019-11-27 05:03] Train Step 931400/1000000, Batch Size = 64, Examples/Sec = 5006.35, Accuracy = 0.66, Loss = 1.100
[2019-11-27 05:03] Train Step 931500/1000000, Batch Size = 64, Examples/Sec = 4434.75, Accuracy = 0.65, Loss = 1.098
[2019-11-27 05:03] Train Step 931600/1000000, Batch Size = 64, Examples/Sec = 5435.68, Accuracy = 0.66, Loss = 1.085
[2019-11-27 05:03] Train Step 931700/1000000, Batch Size = 64, Examples/Sec = 6885.96, Accuracy = 0.65, Loss = 1.137
[2019-11-27 05:03] Train Step 931800/1000000, Batch Size = 64, Examples/Sec = 5547.79, Accuracy = 0.67, Loss = 1.090
[2019-11-27 05:03] Train Step 931900/1000000, Batch Size = 64, Examples/Sec = 6678.99, Accuracy = 0.64, Loss = 1.190
[2019-11-27 05:03] Train Step 932000/1000000, Batch Size = 64, Examples/Sec = 6819.83, Accuracy = 0.66, Loss = 1.108
[2019-11-27 05:03] Train Step 932100/1000000, Batch Size = 64, Examples/Sec = 6851.34, Accuracy = 0.66, Loss = 1.082
[2019-11-27 05:03] Train Step 932200/1000000, Batch Size = 64, Examples/Sec = 4076.78, Accuracy = 0.66, Loss = 1.073
[2019-11-27 05:03] Train Step 932300/1000000, Batch Size = 64, Examples/Sec = 4869.31, Accuracy = 0.66, Loss = 1.110
[2019-11-27 05:03] Train Step 932400/1000000, Batch Size = 64, Examples/Sec = 5504.56, Accuracy = 0.66, Loss = 1.106
[2019-11-27 05:03] Train Step 932500/1000000, Batch Size = 64, Examples/Sec = 4018.43, Accuracy = 0.66, Loss = 1.099
[2019-11-27 05:03] Train Step 932600/1000000, Batch Size = 64, Examples/Sec = 5142.93, Accuracy = 0.66, Loss = 1.087
[2019-11-27 05:03] Train Step 932700/1000000, Batch Size = 64, Examples/Sec = 4096.00, Accuracy = 0.67, Loss = 1.054
[2019-11-27 05:03] Train Step 932800/1000000, Batch Size = 64, Examples/Sec = 6716.93, Accuracy = 0.67, Loss = 1.088
[2019-11-27 05:03] Train Step 932900/1000000, Batch Size = 64, Examples/Sec = 5131.53, Accuracy = 0.65, Loss = 1.085
[2019-11-27 05:03] Train Step 933000/1000000, Batch Size = 64, Examples/Sec = 5426.12, Accuracy = 0.65, Loss = 1.129
[2019-11-27 05:04] Train Step 933100/1000000, Batch Size = 64, Examples/Sec = 5418.34, Accuracy = 0.66, Loss = 1.103
[2019-11-27 05:04] Train Step 933200/1000000, Batch Size = 64, Examples/Sec = 5218.11, Accuracy = 0.66, Loss = 1.130
[2019-11-27 05:04] Train Step 933300/1000000, Batch Size = 64, Examples/Sec = 5176.85, Accuracy = 0.67, Loss = 1.042
[2019-11-27 05:04] Train Step 933400/1000000, Batch Size = 64, Examples/Sec = 6702.01, Accuracy = 0.67, Loss = 1.087
[2019-11-27 05:04] Train Step 933500/1000000, Batch Size = 64, Examples/Sec = 5490.49, Accuracy = 0.67, Loss = 1.096
[2019-11-27 05:04] Train Step 933600/1000000, Batch Size = 64, Examples/Sec = 4968.36, Accuracy = 0.65, Loss = 1.114
[2019-11-27 05:04] Train Step 933700/1000000, Batch Size = 64, Examples/Sec = 5160.04, Accuracy = 0.65, Loss = 1.113
[2019-11-27 05:04] Train Step 933800/1000000, Batch Size = 64, Examples/Sec = 5239.71, Accuracy = 0.66, Loss = 1.103
[2019-11-27 05:04] Train Step 933900/1000000, Batch Size = 64, Examples/Sec = 4117.05, Accuracy = 0.65, Loss = 1.148
[2019-11-27 05:04] Train Step 934000/1000000, Batch Size = 64, Examples/Sec = 4863.49, Accuracy = 0.67, Loss = 1.060
[2019-11-27 05:04] Train Step 934100/1000000, Batch Size = 64, Examples/Sec = 5061.00, Accuracy = 0.66, Loss = 1.082
[2019-11-27 05:04] Train Step 934200/1000000, Batch Size = 64, Examples/Sec = 6855.54, Accuracy = 0.66, Loss = 1.070
[2019-11-27 05:04] Train Step 934300/1000000, Batch Size = 64, Examples/Sec = 5817.22, Accuracy = 0.65, Loss = 1.098
[2019-11-27 05:04] Train Step 934400/1000000, Batch Size = 64, Examples/Sec = 5451.79, Accuracy = 0.65, Loss = 1.110
[2019-11-27 05:04] Train Step 934500/1000000, Batch Size = 64, Examples/Sec = 4706.01, Accuracy = 0.67, Loss = 1.112
[2019-11-27 05:04] Train Step 934600/1000000, Batch Size = 64, Examples/Sec = 5072.28, Accuracy = 0.64, Loss = 1.157
[2019-11-27 05:04] Train Step 934700/1000000, Batch Size = 64, Examples/Sec = 4703.70, Accuracy = 0.65, Loss = 1.122
[2019-11-27 05:04] Train Step 934800/1000000, Batch Size = 64, Examples/Sec = 4832.67, Accuracy = 0.63, Loss = 1.155
[2019-11-27 05:04] Train Step 934900/1000000, Batch Size = 64, Examples/Sec = 4994.15, Accuracy = 0.65, Loss = 1.124
[2019-11-27 05:04] Train Step 935000/1000000, Batch Size = 64, Examples/Sec = 5548.37, Accuracy = 0.67, Loss = 1.091
[2019-11-27 05:04] Train Step 935100/1000000, Batch Size = 64, Examples/Sec = 5677.21, Accuracy = 0.65, Loss = 1.101
[2019-11-27 05:04] Train Step 935200/1000000, Batch Size = 64, Examples/Sec = 6859.92, Accuracy = 0.65, Loss = 1.116
[2019-11-27 05:04] Train Step 935300/1000000, Batch Size = 64, Examples/Sec = 6971.08, Accuracy = 0.65, Loss = 1.121
[2019-11-27 05:04] Train Step 935400/1000000, Batch Size = 64, Examples/Sec = 5863.21, Accuracy = 0.67, Loss = 1.088
[2019-11-27 05:04] Train Step 935500/1000000, Batch Size = 64, Examples/Sec = 6270.98, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:04] Train Step 935600/1000000, Batch Size = 64, Examples/Sec = 4149.63, Accuracy = 0.68, Loss = 1.051
[2019-11-27 05:04] Train Step 935700/1000000, Batch Size = 64, Examples/Sec = 6037.14, Accuracy = 0.67, Loss = 1.049
[2019-11-27 05:04] Train Step 935800/1000000, Batch Size = 64, Examples/Sec = 6582.85, Accuracy = 0.68, Loss = 1.068
[2019-11-27 05:04] Train Step 935900/1000000, Batch Size = 64, Examples/Sec = 6616.60, Accuracy = 0.65, Loss = 1.103
[2019-11-27 05:04] Train Step 936000/1000000, Batch Size = 64, Examples/Sec = 6801.34, Accuracy = 0.65, Loss = 1.128
[2019-11-27 05:04] Train Step 936100/1000000, Batch Size = 64, Examples/Sec = 4847.33, Accuracy = 0.65, Loss = 1.137
[2019-11-27 05:04] Train Step 936200/1000000, Batch Size = 64, Examples/Sec = 4545.05, Accuracy = 0.66, Loss = 1.088
[2019-11-27 05:05] Train Step 936300/1000000, Batch Size = 64, Examples/Sec = 6501.06, Accuracy = 0.63, Loss = 1.163
[2019-11-27 05:05] Train Step 936400/1000000, Batch Size = 64, Examples/Sec = 6898.53, Accuracy = 0.68, Loss = 1.049
[2019-11-27 05:05] Train Step 936500/1000000, Batch Size = 64, Examples/Sec = 6677.00, Accuracy = 0.66, Loss = 1.099
[2019-11-27 05:05] Train Step 936600/1000000, Batch Size = 64, Examples/Sec = 6484.57, Accuracy = 0.66, Loss = 1.098
[2019-11-27 05:05] Train Step 936700/1000000, Batch Size = 64, Examples/Sec = 4290.30, Accuracy = 0.66, Loss = 1.099
[2019-11-27 05:05] Train Step 936800/1000000, Batch Size = 64, Examples/Sec = 6708.71, Accuracy = 0.66, Loss = 1.131
[2019-11-27 05:05] Train Step 936900/1000000, Batch Size = 64, Examples/Sec = 6485.67, Accuracy = 0.66, Loss = 1.087
[2019-11-27 05:05] Train Step 937000/1000000, Batch Size = 64, Examples/Sec = 6746.81, Accuracy = 0.65, Loss = 1.092
[2019-11-27 05:05] Train Step 937100/1000000, Batch Size = 64, Examples/Sec = 6462.41, Accuracy = 0.65, Loss = 1.122
[2019-11-27 05:05] Train Step 937200/1000000, Batch Size = 64, Examples/Sec = 5403.83, Accuracy = 0.68, Loss = 1.065
[2019-11-27 05:05] Train Step 937300/1000000, Batch Size = 64, Examples/Sec = 6835.64, Accuracy = 0.65, Loss = 1.093
[2019-11-27 05:05] Train Step 937400/1000000, Batch Size = 64, Examples/Sec = 6876.26, Accuracy = 0.67, Loss = 1.110
[2019-11-27 05:05] Train Step 937500/1000000, Batch Size = 64, Examples/Sec = 5753.38, Accuracy = 0.66, Loss = 1.113
[2019-11-27 05:05] Train Step 937600/1000000, Batch Size = 64, Examples/Sec = 5319.45, Accuracy = 0.66, Loss = 1.087
[2019-11-27 05:05] Train Step 937700/1000000, Batch Size = 64, Examples/Sec = 6837.20, Accuracy = 0.67, Loss = 1.097
[2019-11-27 05:05] Train Step 937800/1000000, Batch Size = 64, Examples/Sec = 5129.57, Accuracy = 0.65, Loss = 1.117
[2019-11-27 05:05] Train Step 937900/1000000, Batch Size = 64, Examples/Sec = 6864.13, Accuracy = 0.65, Loss = 1.078
[2019-11-27 05:05] Train Step 938000/1000000, Batch Size = 64, Examples/Sec = 6399.24, Accuracy = 0.67, Loss = 1.087
[2019-11-27 05:05] Train Step 938100/1000000, Batch Size = 64, Examples/Sec = 6798.93, Accuracy = 0.66, Loss = 1.130
[2019-11-27 05:05] Train Step 938200/1000000, Batch Size = 64, Examples/Sec = 6495.24, Accuracy = 0.66, Loss = 1.119
[2019-11-27 05:05] Train Step 938300/1000000, Batch Size = 64, Examples/Sec = 5069.41, Accuracy = 0.66, Loss = 1.099
[2019-11-27 05:05] Train Step 938400/1000000, Batch Size = 64, Examples/Sec = 6862.02, Accuracy = 0.63, Loss = 1.178
[2019-11-27 05:05] Train Step 938500/1000000, Batch Size = 64, Examples/Sec = 6637.05, Accuracy = 0.68, Loss = 1.080
[2019-11-27 05:05] Train Step 938600/1000000, Batch Size = 64, Examples/Sec = 5223.19, Accuracy = 0.66, Loss = 1.121
[2019-11-27 05:05] Train Step 938700/1000000, Batch Size = 64, Examples/Sec = 4708.40, Accuracy = 0.65, Loss = 1.160
[2019-11-27 05:05] Train Step 938800/1000000, Batch Size = 64, Examples/Sec = 6846.62, Accuracy = 0.66, Loss = 1.109
[2019-11-27 05:05] Train Step 938900/1000000, Batch Size = 64, Examples/Sec = 6820.35, Accuracy = 0.67, Loss = 1.084
[2019-11-27 05:05] Train Step 939000/1000000, Batch Size = 64, Examples/Sec = 6807.73, Accuracy = 0.66, Loss = 1.118
[2019-11-27 05:05] Train Step 939100/1000000, Batch Size = 64, Examples/Sec = 6891.80, Accuracy = 0.63, Loss = 1.174
[2019-11-27 05:05] Train Step 939200/1000000, Batch Size = 64, Examples/Sec = 5455.01, Accuracy = 0.66, Loss = 1.115
[2019-11-27 05:05] Train Step 939300/1000000, Batch Size = 64, Examples/Sec = 4645.98, Accuracy = 0.65, Loss = 1.159
[2019-11-27 05:05] Train Step 939400/1000000, Batch Size = 64, Examples/Sec = 4417.89, Accuracy = 0.66, Loss = 1.092
[2019-11-27 05:05] Train Step 939500/1000000, Batch Size = 64, Examples/Sec = 4090.82, Accuracy = 0.66, Loss = 1.109
